"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type"
"Jack Heflin","Green Bay Packers","2021","Active",18,"Healthy","None"
"Kylin Hill","Green Bay Packers","2021","Out",18,"Injured Reserve","None"
"Elgton Jenkins","Green Bay Packers","2021","Active",18,"Healthy","None"
"Aaron Jones","Green Bay Packers","2021","Out",18,"Questionable"," Knee"
"Kingsley Keke","Green Bay Packers","2021","Out",18,"Out"," Illness"
"Dennis Kelly","Green Bay Packers","2021","Active",18,"Healthy","None"
"Kevin King","Green Bay Packers","2021","Active",18,"Healthy","None"
"Tyler Lancaster","Green Bay Packers","2021","Active",18,"Healthy","None"
"Allen Lazard","Green Bay Packers","2021","Active",18,"Healthy","None"
"Dean Lowry","Green Bay Packers","2021","Active",18,"Healthy","None"
"Whitney Mercilus","Green Bay Packers","2021","Out",18,"Injured Reserve","None"
"Josh Myers","Green Bay Packers","2021","Active",18,"Injured Reserve","None"
"Lucas Patrick","Green Bay Packers","2021","Active",18,"Healthy","None"
"Randy Ramsey","Green Bay Packers","2021","Active",18,"Healthy","None"
"Will Redmond","Green Bay Packers","2021","Active",18,"Healthy","None"
"Chauncey Rivers","Green Bay Packers","2021","Out",18,"Injured Reserve","None"
"Darnell Savage Jr.","Green Bay Packers","2021","Active",18,"Healthy","None"
"Vernon Scott","Green Bay Packers","2021","Active",18,"Healthy","None"
"Preston Smith","Green Bay Packers","2021","Active",18,"Healthy","None"
"Za'Darius Smith","Green Bay Packers","2021","Out",18,"Injured Reserve","None"
"Equanimeous St. Brown","Green Bay Packers","2021","Active",18,"Healthy","None"
"Eric Stokes","Green Bay Packers","2021","Active",18,"Healthy","None"
"Ty Summers","Green Bay Packers","2021","Out",18,"Injured Reserve","None"
"Malik Taylor","Green Bay Packers","2021","Out",18,"Injured Reserve","None"
"Robert Tonyan","Green Bay Packers","2021","Out",18,"Injured Reserve","None"
"Billy Turner","Green Bay Packers","2021","Active",18,"Healthy","None"
"Marquez Valdes-Scantling","Green Bay Packers","2021","Active",18,"Healthy","None"
"Jaire Alexander","Green Bay Packers","2021","Active",20,"Healthy","None"
"David Bakhtiari","Green Bay Packers","2021","Active",20,"Healthy","None"
"Krys Barnes","Green Bay Packers","2021","Active",20,"Healthy","None"
"De'Vondre Campbell","Green Bay Packers","2021","Active",20,"Healthy","None"
"Kenny Clark","Green Bay Packers","2021","Active",20,"Healthy","None"
"Randall Cobb","Green Bay Packers","2021","Active",20,"Healthy","None"
"Dominique Dafney","Green Bay Packers","2021","Active",20,"Healthy","None"
"Josiah Deguara","Green Bay Packers","2021","Active",20,"Healthy","None"
"Rashan Gary","Green Bay Packers","2021","Active",20,"Healthy","None"
"Jack Heflin","Green Bay Packers","2021","Active",20,"Healthy","None"
"Kylin Hill","Green Bay Packers","2021","Out",20,"Injured Reserve","None"
"Elgton Jenkins","Green Bay Packers","2021","Active",20,"Healthy","None"
"Aaron Jones","Green Bay Packers","2021","Active",20,"Healthy","None"
"Kingsley Keke","Green Bay Packers","2021","Active",20,"Healthy","None"
"Dennis Kelly","Green Bay Packers","2021","Active",20,"Healthy","None"
"Kevin King","Green Bay Packers","2021","Active",20,"Healthy","None"
"Tyler Lancaster","Green Bay Packers","2021","Active",20,"Healthy","None"
"Allen Lazard","Green Bay Packers","2021","Active",20,"Healthy","None"
"Dean Lowry","Green Bay Packers","2021","Active",20,"Healthy","None"
"Whitney Mercilus","Green Bay Packers","2021","Active",20,"Healthy","None"
"Josh Myers","Green Bay Packers","2021","Active",20,"Healthy","None"
"Lucas Patrick","Green Bay Packers","2021","Active",20,"Healthy","None"
"Randy Ramsey","Green Bay Packers","2021","Active",20,"Healthy","None"
"Will Redmond","Green Bay Packers","2021","Active",20,"Healthy","None"
"Chauncey Rivers","Green Bay Packers","2021","Out",20,"Injured Reserve","None"
"Darnell Savage Jr.","Green Bay Packers","2021","Active",20,"Healthy","None"
"Vernon Scott","Green Bay Packers","2021","Active",20,"Healthy","None"
"Preston Smith","Green Bay Packers","2021","Active",20,"Healthy","None"
"Za'Darius Smith","Green Bay Packers","2021","Active",20,"Healthy","None"
"Equanimeous St. Brown","Green Bay Packers","2021","Active",20,"Healthy","None"
"Eric Stokes","Green Bay Packers","2021","Active",20,"Healthy","None"
"Ty Summers","Green Bay Packers","2021","Active",20,"Healthy","None"
"Malik Taylor","Green Bay Packers","2021","Out",20,"Injured Reserve","None"
"Robert Tonyan","Green Bay Packers","2021","Out",20,"Injured Reserve","None"
"Billy Turner","Green Bay Packers","2021","Active",20,"Healthy","None"
"Marquez Valdes-Scantling","Green Bay Packers","2021","Active",20,"Healthy","None"
"Jordan Akins","Houston Texans","2021","Active",1,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Active",1,"Healthy","None"
"Grayland Arnold","Houston Texans","2021","Active",1,"Healthy","None"
"Justin Britt","Houston Texans","2021","Active",1,"Healthy","None"
"Terrence Brooks","Houston Texans","2021","Active",1,"Healthy","None"
"Pharaoh Brown","Houston Texans","2021","Active",1,"Healthy","None"
"Rex Burkhead","Houston Texans","2021","Active",1,"Healthy","None"
"Marcus Cannon","Houston Texans","2021","Active",1,"Healthy","None"
"Nico Collins","Houston Texans","2021","Active",1,"Healthy","None"
"Chris Conley","Houston Texans","2021","Active",1,"Healthy","None"
"Brandin Cooks","Houston Texans","2021","Active",1,"Healthy","None"
"Davion Davis","Houston Texans","2021","Active",1,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",1,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",1,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",1,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Out",1,"Injured Reserve","None"
"Jonathan Greenard","Houston Texans","2021","Out",1,"Questionable"," Illness"
"Kamu Grugier-Hill","Houston Texans","2021","Active",1,"Healthy","None"
"Jordan Jenkins","Houston Texans","2021","Active",1,"Healthy","None"
"David Johnson","Houston Texans","2021","Active",1,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Active",1,"Healthy","None"
"Lonnie Johnson Jr.","Houston Texans","2021","Out",1,"Out"," Thigh"
"Brevin Jordan","Houston Texans","2021","Active",1,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",1,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Active",1,"Healthy","None"
"Cre'von LeBlanc","Houston Texans","2021","Active",1,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",1,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",1,"Healthy","None"
"Terrance Mitchell","Houston Texans","2021","Active",1,"Healthy","None"
"A.J. Moore","Houston Texans","2021","Out",1,"Injured Reserve","None"
"Chris Moore","Houston Texans","2021","Active",1,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Active",1,"Healthy","None"
"Hardy Nickerson","Houston Texans","2021","Active",1,"Healthy","None"
"Jonathan Owens","Houston Texans","2021","Active",1,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Active",1,"Healthy","None"
"Kevin Pierre-Louis","Houston Texans","2021","Out",1,"Questionable"," Thigh"
"Justin Reid","Houston Texans","2021","Active",1,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Active",1,"Healthy","None"
"Vincent Taylor","Houston Texans","2021","Active",1,"Healthy","None"
"Cole Toner","Houston Texans","2021","Active",1,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Active",1,"Healthy","None"
"DeMarcus Walker","Houston Texans","2021","Active",1,"Healthy","None"
"Garret Wallow","Houston Texans","2021","Active",1,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Out",1,"Out"," Not Injury Related"
"Jordan Akins","Houston Texans","2021","Active",2,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Active",2,"Healthy","None"
"Grayland Arnold","Houston Texans","2021","Active",2,"Healthy","None"
"Justin Britt","Houston Texans","2021","Active",2,"Healthy","None"
"Terrence Brooks","Houston Texans","2021","Active",2,"Healthy","None"
"Pharaoh Brown","Houston Texans","2021","Active",2,"Questionable"," Ankle"
"Rex Burkhead","Houston Texans","2021","Active",2,"Healthy","None"
"Marcus Cannon","Houston Texans","2021","Active",2,"Healthy","None"
"Nico Collins","Houston Texans","2021","Active",2,"Healthy","None"
"Chris Conley","Houston Texans","2021","Active",2,"Healthy","None"
"Brandin Cooks","Houston Texans","2021","Active",2,"Healthy","None"
"Davion Davis","Houston Texans","2021","Active",2,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",2,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",2,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",2,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Out",2,"Injured Reserve","None"
"Jonathan Greenard","Houston Texans","2021","Active",2,"Healthy","None"
"Kamu Grugier-Hill","Houston Texans","2021","Active",2,"Questionable"," Illness"
"Jordan Jenkins","Houston Texans","2021","Active",2,"Healthy","None"
"David Johnson","Houston Texans","2021","Active",2,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Active",2,"Healthy","None"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",2,"Healthy","None"
"Brevin Jordan","Houston Texans","2021","Active",2,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",2,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Active",2,"Healthy","None"
"Cre'von LeBlanc","Houston Texans","2021","Active",2,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",2,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",2,"Healthy","None"
"Terrance Mitchell","Houston Texans","2021","Active",2,"Healthy","None"
"A.J. Moore","Houston Texans","2021","Out",2,"Injured Reserve","None"
"Chris Moore","Houston Texans","2021","Active",2,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Active",2,"Healthy","None"
"Hardy Nickerson","Houston Texans","2021","Active",2,"Healthy","None"
"Jonathan Owens","Houston Texans","2021","Active",2,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Active",2,"Healthy","None"
"Kevin Pierre-Louis","Houston Texans","2021","Out",2,"Injured Reserve","None"
"Justin Reid","Houston Texans","2021","Active",2,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Active",2,"Healthy","None"
"Vincent Taylor","Houston Texans","2021","Out",2,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Active",2,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Active",2,"Healthy","None"
"DeMarcus Walker","Houston Texans","2021","Active",2,"Healthy","None"
"Garret Wallow","Houston Texans","2021","Active",2,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Out",2,"Out"," Not Injury Related"
"Jordan Akins","Houston Texans","2021","Active",3,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Out",3,"Out"," Thigh"
"Grayland Arnold","Houston Texans","2021","Active",3,"Healthy","None"
"Justin Britt","Houston Texans","2021","Active",3,"Healthy","None"
"Terrence Brooks","Houston Texans","2021","Active",3,"Healthy","None"
"Pharaoh Brown","Houston Texans","2021","Active",3,"Healthy","None"
"Rex Burkhead","Houston Texans","2021","Active",3,"Healthy","None"
"Marcus Cannon","Houston Texans","2021","Active",3,"Healthy","None"
"Nico Collins","Houston Texans","2021","Out",3,"Injured Reserve","None"
"Chris Conley","Houston Texans","2021","Active",3,"Healthy","None"
"Brandin Cooks","Houston Texans","2021","Active",3,"Healthy","None"
"Davion Davis","Houston Texans","2021","Active",3,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",3,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",3,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",3,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Out",3,"Injured Reserve","None"
"Jonathan Greenard","Houston Texans","2021","Active",3,"Healthy","None"
"Kamu Grugier-Hill","Houston Texans","2021","Out",3,"Questionable"," Knee"
"Jordan Jenkins","Houston Texans","2021","Active",3,"Healthy","None"
"David Johnson","Houston Texans","2021","Active",3,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Active",3,"Healthy","None"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",3,"Healthy","None"
"Brevin Jordan","Houston Texans","2021","Active",3,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",3,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Active",3,"Healthy","None"
"Cre'von LeBlanc","Houston Texans","2021","Active",3,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",3,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",3,"Healthy","None"
"Terrance Mitchell","Houston Texans","2021","Out",3,"Out"," Concussion"
"A.J. Moore","Houston Texans","2021","Out",3,"Injured Reserve","None"
"Chris Moore","Houston Texans","2021","Active",3,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Active",3,"Healthy","None"
"Hardy Nickerson","Houston Texans","2021","Active",3,"Healthy","None"
"Jonathan Owens","Houston Texans","2021","Active",3,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Active",3,"Healthy","None"
"Kevin Pierre-Louis","Houston Texans","2021","Out",3,"Injured Reserve","None"
"Justin Reid","Houston Texans","2021","Out",3,"Questionable"," Knee"
"Tyrod Taylor","Houston Texans","2021","Out",3,"Injured Reserve","None"
"Vincent Taylor","Houston Texans","2021","Out",3,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Active",3,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Active",3,"Healthy","None"
"DeMarcus Walker","Houston Texans","2021","Active",3,"Healthy","None"
"Garret Wallow","Houston Texans","2021","Active",3,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Out",3,"Out"," Not Injury Related"
"Jordan Akins","Houston Texans","2021","Active",4,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Out",4,"Out"," Thigh"
"Grayland Arnold","Houston Texans","2021","Active",4,"Healthy","None"
"Justin Britt","Houston Texans","2021","Active",4,"Healthy","None"
"Terrence Brooks","Houston Texans","2021","Active",4,"Healthy","None"
"Pharaoh Brown","Houston Texans","2021","Active",4,"Healthy","None"
"Rex Burkhead","Houston Texans","2021","Active",4,"Healthy","None"
"Marcus Cannon","Houston Texans","2021","Active",4,"Healthy","None"
"Nico Collins","Houston Texans","2021","Out",4,"Injured Reserve","None"
"Chris Conley","Houston Texans","2021","Active",4,"Healthy","None"
"Brandin Cooks","Houston Texans","2021","Active",4,"Healthy","None"
"Davion Davis","Houston Texans","2021","Active",4,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",4,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",4,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",4,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Active",4,"Healthy","None"
"Jonathan Greenard","Houston Texans","2021","Active",4,"Healthy","None"
"Kamu Grugier-Hill","Houston Texans","2021","Active",4,"Healthy","None"
"Jordan Jenkins","Houston Texans","2021","Active",4,"Healthy","None"
"David Johnson","Houston Texans","2021","Active",4,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Active",4,"Healthy","None"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",4,"Healthy","None"
"Brevin Jordan","Houston Texans","2021","Active",4,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",4,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Active",4,"Healthy","None"
"Cre'von LeBlanc","Houston Texans","2021","Active",4,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",4,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",4,"Healthy","None"
"Terrance Mitchell","Houston Texans","2021","Active",4,"Questionable"," Concussion"
"A.J. Moore","Houston Texans","2021","Active",4,"Healthy","None"
"Chris Moore","Houston Texans","2021","Active",4,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Out",4,"Out"," Illness"
"Hardy Nickerson","Houston Texans","2021","Active",4,"Healthy","None"
"Jonathan Owens","Houston Texans","2021","Active",4,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Out",4,"Out"," Illness"
"Kevin Pierre-Louis","Houston Texans","2021","Out",4,"Injured Reserve","None"
"Justin Reid","Houston Texans","2021","Active",4,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Out",4,"Injured Reserve","None"
"Vincent Taylor","Houston Texans","2021","Out",4,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Active",4,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Active",4,"Healthy","None"
"DeMarcus Walker","Houston Texans","2021","Active",4,"Healthy","None"
"Garret Wallow","Houston Texans","2021","Active",4,"Questionable"," Illness"
"Deshaun Watson","Houston Texans","2021","Out",4,"Out"," Not-Injury Related"
"Jordan Akins","Houston Texans","2021","Active",5,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Out",5,"Questionable"," Thigh"
"Grayland Arnold","Houston Texans","2021","Active",5,"Healthy","None"
"Justin Britt","Houston Texans","2021","Active",5,"Healthy","None"
"Terrence Brooks","Houston Texans","2021","Active",5,"Healthy","None"
"Pharaoh Brown","Houston Texans","2021","Active",5,"Healthy","None"
"Rex Burkhead","Houston Texans","2021","Out",5,"Out"," Hip"
"Marcus Cannon","Houston Texans","2021","Out",5,"Questionable"," Back"
"Nico Collins","Houston Texans","2021","Out",5,"Injured Reserve","None"
"Chris Conley","Houston Texans","2021","Active",5,"Healthy","None"
"Brandin Cooks","Houston Texans","2021","Active",5,"Healthy","None"
"Davion Davis","Houston Texans","2021","Active",5,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",5,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",5,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",5,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Active",5,"Healthy","None"
"Jonathan Greenard","Houston Texans","2021","Active",5,"Healthy","None"
"Kamu Grugier-Hill","Houston Texans","2021","Active",5,"Healthy","None"
"Jordan Jenkins","Houston Texans","2021","Active",5,"Healthy","None"
"David Johnson","Houston Texans","2021","Active",5,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Active",5,"Healthy","None"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",5,"Healthy","None"
"Brevin Jordan","Houston Texans","2021","Active",5,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",5,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Active",5,"Healthy","None"
"Cre'von LeBlanc","Houston Texans","2021","Active",5,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",5,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",5,"Healthy","None"
"Terrance Mitchell","Houston Texans","2021","Active",5,"Healthy","None"
"A.J. Moore","Houston Texans","2021","Active",5,"Healthy","None"
"Chris Moore","Houston Texans","2021","Active",5,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Active",5,"Healthy","None"
"Hardy Nickerson","Houston Texans","2021","Active",5,"Healthy","None"
"Jonathan Owens","Houston Texans","2021","Active",5,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Active",5,"Healthy","None"
"Kevin Pierre-Louis","Houston Texans","2021","Out",5,"Injured Reserve","None"
"Justin Reid","Houston Texans","2021","Active",5,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Out",5,"Injured Reserve","None"
"Vincent Taylor","Houston Texans","2021","Out",5,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Active",5,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Active",5,"Healthy","None"
"DeMarcus Walker","Houston Texans","2021","Active",5,"Healthy","None"
"Garret Wallow","Houston Texans","2021","Active",5,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Out",5,"Out"," Not Injury Related"
"Jordan Akins","Houston Texans","2021","Active",6,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Out",6,"Questionable"," Thigh"
"Grayland Arnold","Houston Texans","2021","Active",6,"Healthy","None"
"Justin Britt","Houston Texans","2021","Out",6,"Out"," Knee"
"Terrence Brooks","Houston Texans","2021","Active",6,"Healthy","None"
"Pharaoh Brown","Houston Texans","2021","Active",6,"Healthy","None"
"Rex Burkhead","Houston Texans","2021","Active",6,"Questionable"," Hip"
"Marcus Cannon","Houston Texans","2021","Out",6,"Injured Reserve","None"
"Nico Collins","Houston Texans","2021","Active",6,"Injured Reserve","None"
"Chris Conley","Houston Texans","2021","Active",6,"Healthy","None"
"Brandin Cooks","Houston Texans","2021","Active",6,"Healthy","None"
"Davion Davis","Houston Texans","2021","Active",6,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",6,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",6,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",6,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Active",6,"Healthy","None"
"Jonathan Greenard","Houston Texans","2021","Active",6,"Healthy","None"
"Kamu Grugier-Hill","Houston Texans","2021","Active",6,"Healthy","None"
"Jordan Jenkins","Houston Texans","2021","Active",6,"Healthy","None"
"David Johnson","Houston Texans","2021","Active",6,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Active",6,"Healthy","None"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",6,"Healthy","None"
"Brevin Jordan","Houston Texans","2021","Active",6,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",6,"Questionable"," Hip"
"Christian Kirksey","Houston Texans","2021","Active",6,"Healthy","None"
"Cre'von LeBlanc","Houston Texans","2021","Active",6,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",6,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",6,"Healthy","None"
"Terrance Mitchell","Houston Texans","2021","Active",6,"Healthy","None"
"A.J. Moore","Houston Texans","2021","Active",6,"Healthy","None"
"Chris Moore","Houston Texans","2021","Active",6,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Active",6,"Healthy","None"
"Hardy Nickerson","Houston Texans","2021","Active",6,"Healthy","None"
"Jonathan Owens","Houston Texans","2021","Active",6,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Active",6,"Healthy","None"
"Kevin Pierre-Louis","Houston Texans","2021","Active",6,"Healthy","None"
"Justin Reid","Houston Texans","2021","Active",6,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Out",6,"Injured Reserve","None"
"Vincent Taylor","Houston Texans","2021","Out",6,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Active",6,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Out",6,"Out"," Thumb"
"DeMarcus Walker","Houston Texans","2021","Active",6,"Healthy","None"
"Garret Wallow","Houston Texans","2021","Active",6,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Out",6,"Out"," Not Injury Related"
"Jordan Akins","Houston Texans","2021","Active",7,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Active",7,"Healthy","None"
"Grayland Arnold","Houston Texans","2021","Active",7,"Healthy","None"
"Justin Britt","Houston Texans","2021","Active",7,"Questionable"," Knee"
"Terrence Brooks","Houston Texans","2021","Out",7,"Injured Reserve","None"
"Pharaoh Brown","Houston Texans","2021","Active",7,"Healthy","None"
"Rex Burkhead","Houston Texans","2021","Active",7,"Healthy","None"
"Marcus Cannon","Houston Texans","2021","Out",7,"Injured Reserve","None"
"Nico Collins","Houston Texans","2021","Active",7,"Questionable"," Foot"
"Chris Conley","Houston Texans","2021","Active",7,"Questionable"," Neck"
"Brandin Cooks","Houston Texans","2021","Active",7,"Healthy","None"
"Davion Davis","Houston Texans","2021","Active",7,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",7,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",7,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",7,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Active",7,"Healthy","None"
"Jonathan Greenard","Houston Texans","2021","Active",7,"Healthy","None"
"Kamu Grugier-Hill","Houston Texans","2021","Active",7,"Healthy","None"
"Jordan Jenkins","Houston Texans","2021","Active",7,"Healthy","None"
"David Johnson","Houston Texans","2021","Active",7,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Out",7,"Out"," Back"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",7,"Healthy","None"
"Brevin Jordan","Houston Texans","2021","Active",7,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",7,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Active",7,"Healthy","None"
"Cre'von LeBlanc","Houston Texans","2021","Active",7,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",7,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",7,"Healthy","None"
"Terrance Mitchell","Houston Texans","2021","Active",7,"Healthy","None"
"A.J. Moore","Houston Texans","2021","Active",7,"Healthy","None"
"Chris Moore","Houston Texans","2021","Active",7,"Healthy","None"
"Jimmy Moreland","Houston Texans","2021","Active",7,"Healthy","None"
"Hardy Nickerson","Houston Texans","2021","Active",7,"Healthy","None"
"Jonathan Owens","Houston Texans","2021","Active",7,"Healthy","None"
"Scottie Phillips","Houston Texans","2021","Active",7,"Healthy","None"
"Kevin Pierre-Louis","Houston Texans","2021","Active",7,"Healthy","None"
"Justin Reid","Houston Texans","2021","Active",7,"Healthy","None"
"Tyrod Taylor","Houston Texans","2021","Out",7,"Injured Reserve","None"
"Vincent Taylor","Houston Texans","2021","Out",7,"Injured Reserve","None"
"Cole Toner","Houston Texans","2021","Active",7,"Healthy","None"
"Laremy Tunsil","Houston Texans","2021","Out",7,"Injured Reserve","None"
"DeMarcus Walker","Houston Texans","2021","Active",7,"Healthy","None"
"Garret Wallow","Houston Texans","2021","Active",7,"Healthy","None"
"Deshaun Watson","Houston Texans","2021","Out",7,"Out"," Non Injury Related"
"Jordan Akins","Houston Texans","2021","Active",8,"Healthy","None"
"Danny Amendola","Houston Texans","2021","Active",8,"Healthy","None"
"Grayland Arnold","Houston Texans","2021","Active",8,"Healthy","None"
"Justin Britt","Houston Texans","2021","Out",8,"Injured Reserve","None"
"Terrence Brooks","Houston Texans","2021","Out",8,"Injured Reserve","None"
"Pharaoh Brown","Houston Texans","2021","Out",8,"Questionable"," Thigh"
"Rex Burkhead","Houston Texans","2021","Active",8,"Healthy","None"
"Marcus Cannon","Houston Texans","2021","Out",8,"Injured Reserve","None"
"Nico Collins","Houston Texans","2021","Active",8,"Healthy","None"
"Chris Conley","Houston Texans","2021","Active",8,"Healthy","None"
"Brandin Cooks","Houston Texans","2021","Active",8,"Healthy","None"
"Davion Davis","Houston Texans","2021","Active",8,"Healthy","None"
"Tae Davis","Houston Texans","2021","Active",8,"Healthy","None"
"Phillip Dorsett","Houston Texans","2021","Active",8,"Healthy","None"
"Jeff Driskel","Houston Texans","2021","Active",8,"Healthy","None"
"Ka'imi Fairbairn","Houston Texans","2021","Active",8,"Healthy","None"
"Jonathan Greenard","Houston Texans","2021","Active",8,"Healthy","None"
"Kamu Grugier-Hill","Houston Texans","2021","Active",8,"Healthy","None"
"Jordan Jenkins","Houston Texans","2021","Active",8,"Healthy","None"
"David Johnson","Houston Texans","2021","Active",8,"Healthy","None"
"Jaleel Johnson","Houston Texans","2021","Out",8,"Questionable"," Back"
"Lonnie Johnson Jr.","Houston Texans","2021","Active",8,"Healthy","None"
"Brevin Jordan","Houston Texans","2021","Active",8,"Healthy","None"
"Desmond King","Houston Texans","2021","Active",8,"Healthy","None"
"Christian Kirksey","Houston Texans","2021","Active",8,"Questionable"," Thumb"
"Cre'von LeBlanc","Houston Texans","2021","Active",8,"Healthy","None"
"Roy Lopez","Houston Texans","2021","Active",8,"Healthy","None"
"Justin McCray","Houston Texans","2021","Active",8,"Questionable"," Ankle"
