"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type"
"Shaq Thompson","Carolina Panthers","2021","Active",18,"Healthy","None"
"Brandon Zylstra","Carolina Panthers","2021","Active",18,"Healthy","None"
"Jeremiah Attaochu","Chicago Bears","2021","Active",1,"Healthy","None"
"Larry Borom","Chicago Bears","2021","Active",1,"Healthy","None"
"Artie Burns","Chicago Bears","2021","Active",1,"Healthy","None"
"Deon Bush","Chicago Bears","2021","Active",1,"Questionable"," Shoulder"
"Xavier Crawford","Chicago Bears","2021","Active",1,"Healthy","None"
"Andy Dalton","Chicago Bears","2021","Active",1,"Healthy","None"
"Mario Edwards","Chicago Bears","2021","Active",1,"Healthy","None"
"Justin Fields","Chicago Bears","2021","Active",1,"Healthy","None"
"Nick Foles","Chicago Bears","2021","Active",1,"Healthy","None"
"Tashaun Gipson","Chicago Bears","2021","Active",1,"Questionable"," Back"
"Eddie Goldman","Chicago Bears","2021","Out",1,"Out"," Knee"
"Marquise Goodwin","Chicago Bears","2021","Active",1,"Healthy","None"
"Jakeem Grant","Chicago Bears","2021","Active",1,"Healthy","None"
"Akiem Hicks","Chicago Bears","2021","Active",1,"Healthy","None"
"J.P. Holtz","Chicago Bears","2021","Active",1,"Healthy","None"
"Jesper Horsted","Chicago Bears","2021","Active",1,"Healthy","None"
"DeAndre Houston-Carson","Chicago Bears","2021","Active",1,"Healthy","None"
"Germain Ifedi","Chicago Bears","2021","Active",1,"Healthy","None"
"Joel Iyiegbuniwe","Chicago Bears","2021","Out",1,"Questionable"," Shoulder"
"Eddie Jackson","Chicago Bears","2021","Active",1,"Questionable"," Wrist"
"Jesse James","Chicago Bears","2021","Active",1,"Healthy","None"
"Teven Jenkins","Chicago Bears","2021","Out",1,"Injured Reserve","None"
"Caleb Johnson","Chicago Bears","2021","Active",1,"Healthy","None"
"Christian Jones","Chicago Bears","2021","Active",1,"Healthy","None"
"Sam Kamara","Chicago Bears","2021","Active",1,"Healthy","None"
"Khalil Mack","Chicago Bears","2021","Active",1,"Questionable"," Groin"
"Cassius Marsh","Chicago Bears","2021","Active",1,"Healthy","None"
"David Montgomery","Chicago Bears","2021","Active",1,"Healthy","None"
"Darnell Mooney","Chicago Bears","2021","Active",1,"Questionable"," Back"
"Ryan Nall","Chicago Bears","2021","Active",1,"Healthy","None"
"Bilal Nichols","Chicago Bears","2021","Active",1,"Healthy","None"
"Alec Ogletree","Chicago Bears","2021","Active",1,"Healthy","None"
"Jason Peters","Chicago Bears","2021","Active",1,"Healthy","None"
"Robert Quinn","Chicago Bears","2021","Active",1,"Questionable"," Back"
"Allen Robinson","Chicago Bears","2021","Active",1,"Healthy","None"
"Patrick Scales","Chicago Bears","2021","Active",1,"Questionable"," Ankle"
"Duke Shelley","Chicago Bears","2021","Active",1,"Healthy","None"
"Roquan Smith","Chicago Bears","2021","Active",1,"Healthy","None"
"Teez Tabor","Chicago Bears","2021","Active",1,"Healthy","None"
"Khyiris Tonga","Chicago Bears","2021","Active",1,"Healthy","None"
"Danny Trevathan","Chicago Bears","2021","Out",1,"Injured Reserve","None"
"Nsimba Webster","Chicago Bears","2021","Active",1,"Healthy","None"
"Elijah Wilkinson","Chicago Bears","2021","Active",1,"Healthy","None"
"Damien Williams","Chicago Bears","2021","Active",1,"Healthy","None"
"Jeremiah Attaochu","Chicago Bears","2021","Active",2,"Healthy","None"
"Larry Borom","Chicago Bears","2021","Out",2,"Out"," Ankle"
"Artie Burns","Chicago Bears","2021","Active",2,"Healthy","None"
"Deon Bush","Chicago Bears","2021","Active",2,"Healthy","None"
"Xavier Crawford","Chicago Bears","2021","Active",2,"Healthy","None"
"Andy Dalton","Chicago Bears","2021","Active",2,"Healthy","None"
"Mario Edwards","Chicago Bears","2021","Active",2,"Healthy","None"
"Justin Fields","Chicago Bears","2021","Active",2,"Healthy","None"
"Nick Foles","Chicago Bears","2021","Active",2,"Healthy","None"
"Tashaun Gipson","Chicago Bears","2021","Active",2,"Healthy","None"
"Eddie Goldman","Chicago Bears","2021","Out",2,"Doubtful"," Knee"
"Marquise Goodwin","Chicago Bears","2021","Active",2,"Questionable"," Quad"
"Jakeem Grant","Chicago Bears","2021","Active",2,"Healthy","None"
"Akiem Hicks","Chicago Bears","2021","Active",2,"Healthy","None"
"J.P. Holtz","Chicago Bears","2021","Active",2,"Healthy","None"
"Jesper Horsted","Chicago Bears","2021","Active",2,"Healthy","None"
"DeAndre Houston-Carson","Chicago Bears","2021","Active",2,"Healthy","None"
"Germain Ifedi","Chicago Bears","2021","Active",2,"Healthy","None"
"Joel Iyiegbuniwe","Chicago Bears","2021","Active",2,"Questionable"," Shoulder"
"Eddie Jackson","Chicago Bears","2021","Active",2,"Healthy","None"
"Jesse James","Chicago Bears","2021","Active",2,"Healthy","None"
"Teven Jenkins","Chicago Bears","2021","Out",2,"Injured Reserve","None"
"Caleb Johnson","Chicago Bears","2021","Active",2,"Healthy","None"
"Christian Jones","Chicago Bears","2021","Active",2,"Healthy","None"
"Sam Kamara","Chicago Bears","2021","Active",2,"Healthy","None"
"Khalil Mack","Chicago Bears","2021","Active",2,"Healthy","None"
"Cassius Marsh","Chicago Bears","2021","Active",2,"Healthy","None"
"David Montgomery","Chicago Bears","2021","Active",2,"Healthy","None"
"Darnell Mooney","Chicago Bears","2021","Active",2,"Questionable"," Back"
"Ryan Nall","Chicago Bears","2021","Active",2,"Healthy","None"
"Bilal Nichols","Chicago Bears","2021","Active",2,"Healthy","None"
"Alec Ogletree","Chicago Bears","2021","Active",2,"Healthy","None"
"Jason Peters","Chicago Bears","2021","Active",2,"Questionable"," Quad"
"Robert Quinn","Chicago Bears","2021","Active",2,"Questionable"," Back"
"Allen Robinson","Chicago Bears","2021","Active",2,"Healthy","None"
"Patrick Scales","Chicago Bears","2021","Active",2,"Healthy","None"
"Duke Shelley","Chicago Bears","2021","Active",2,"Healthy","None"
"Roquan Smith","Chicago Bears","2021","Active",2,"Healthy","None"
"Teez Tabor","Chicago Bears","2021","Active",2,"Healthy","None"
"Khyiris Tonga","Chicago Bears","2021","Active",2,"Healthy","None"
"Danny Trevathan","Chicago Bears","2021","Out",2,"Injured Reserve","None"
"Nsimba Webster","Chicago Bears","2021","Active",2,"Questionable"," Hamstring"
"Elijah Wilkinson","Chicago Bears","2021","Active",2,"Healthy","None"
"Damien Williams","Chicago Bears","2021","Active",2,"Healthy","None"
"Jeremiah Attaochu","Chicago Bears","2021","Active",3,"Questionable"," Hamstring"
"Larry Borom","Chicago Bears","2021","Out",3,"Injured Reserve","None"
"Artie Burns","Chicago Bears","2021","Active",3,"Healthy","None"
"Deon Bush","Chicago Bears","2021","Active",3,"Healthy","None"
"Xavier Crawford","Chicago Bears","2021","Active",3,"Healthy","None"
"Andy Dalton","Chicago Bears","2021","Out",3,"Out"," Knee"
"Mario Edwards","Chicago Bears","2021","Active",3,"Healthy","None"
"Justin Fields","Chicago Bears","2021","Active",3,"Healthy","None"
"Nick Foles","Chicago Bears","2021","Active",3,"Healthy","None"
"Tashaun Gipson","Chicago Bears","2021","Out",3,"Doubtful"," Hamstring"
"Eddie Goldman","Chicago Bears","2021","Out",3,"Out"," Knee"
"Marquise Goodwin","Chicago Bears","2021","Active",3,"Questionable"," Ankle"
"Jakeem Grant","Chicago Bears","2021","Active",3,"Healthy","None"
"Akiem Hicks","Chicago Bears","2021","Active",3,"Questionable"," Illness"
"J.P. Holtz","Chicago Bears","2021","Active",3,"Healthy","None"
"Jesper Horsted","Chicago Bears","2021","Active",3,"Healthy","None"
"DeAndre Houston-Carson","Chicago Bears","2021","Active",3,"Healthy","None"
"Germain Ifedi","Chicago Bears","2021","Active",3,"Healthy","None"
"Joel Iyiegbuniwe","Chicago Bears","2021","Active",3,"Healthy","None"
"Eddie Jackson","Chicago Bears","2021","Active",3,"Questionable"," Toe"
"Jesse James","Chicago Bears","2021","Active",3,"Healthy","None"
"Teven Jenkins","Chicago Bears","2021","Out",3,"Injured Reserve","None"
"Caleb Johnson","Chicago Bears","2021","Active",3,"Healthy","None"
"Christian Jones","Chicago Bears","2021","Active",3,"Healthy","None"
"Sam Kamara","Chicago Bears","2021","Active",3,"Healthy","None"
"Khalil Mack","Chicago Bears","2021","Active",3,"Healthy","None"
"Cassius Marsh","Chicago Bears","2021","Active",3,"Healthy","None"
"David Montgomery","Chicago Bears","2021","Active",3,"Healthy","None"
"Darnell Mooney","Chicago Bears","2021","Active",3,"Questionable"," Groin"
"Ryan Nall","Chicago Bears","2021","Active",3,"Healthy","None"
"Bilal Nichols","Chicago Bears","2021","Active",3,"Questionable"," Back"
"Alec Ogletree","Chicago Bears","2021","Active",3,"Healthy","None"
"Jason Peters","Chicago Bears","2021","Active",3,"Healthy","None"
"Robert Quinn","Chicago Bears","2021","Active",3,"Healthy","None"
"Allen Robinson","Chicago Bears","2021","Active",3,"Healthy","None"
"Patrick Scales","Chicago Bears","2021","Active",3,"Healthy","None"
"Duke Shelley","Chicago Bears","2021","Active",3,"Healthy","None"
"Roquan Smith","Chicago Bears","2021","Active",3,"Healthy","None"
"Teez Tabor","Chicago Bears","2021","Active",3,"Healthy","None"
"Khyiris Tonga","Chicago Bears","2021","Active",3,"Healthy","None"
"Danny Trevathan","Chicago Bears","2021","Out",3,"Injured Reserve","None"
"Nsimba Webster","Chicago Bears","2021","Active",3,"Healthy","None"
"Elijah Wilkinson","Chicago Bears","2021","Active",3,"Healthy","None"
"Damien Williams","Chicago Bears","2021","Active",3,"Healthy","None"
"Jeremiah Attaochu","Chicago Bears","2021","Active",4,"Healthy","None"
"Larry Borom","Chicago Bears","2021","Out",4,"Injured Reserve","None"
"Artie Burns","Chicago Bears","2021","Active",4,"Healthy","None"
"Deon Bush","Chicago Bears","2021","Active",4,"Healthy","None"
"Xavier Crawford","Chicago Bears","2021","Active",4,"Questionable"," Back"
"Andy Dalton","Chicago Bears","2021","Out",4,"Doubtful"," Knee"
"Mario Edwards","Chicago Bears","2021","Active",4,"Healthy","None"
"Justin Fields","Chicago Bears","2021","Active",4,"Healthy","None"
"Nick Foles","Chicago Bears","2021","Active",4,"Healthy","None"
"Tashaun Gipson","Chicago Bears","2021","Out",4,"Doubtful"," Hamstring"
"Eddie Goldman","Chicago Bears","2021","Active",4,"Healthy","None"
"Marquise Goodwin","Chicago Bears","2021","Active",4,"Healthy","None"
"Jakeem Grant","Chicago Bears","2021","Active",4,"Healthy","None"
"Akiem Hicks","Chicago Bears","2021","Active",4,"Healthy","None"
"J.P. Holtz","Chicago Bears","2021","Active",4,"Healthy","None"
"Jesper Horsted","Chicago Bears","2021","Active",4,"Healthy","None"
"DeAndre Houston-Carson","Chicago Bears","2021","Active",4,"Healthy","None"
"Germain Ifedi","Chicago Bears","2021","Active",4,"Healthy","None"
"Joel Iyiegbuniwe","Chicago Bears","2021","Out",4,"Out"," Hamstring"
"Eddie Jackson","Chicago Bears","2021","Active",4,"Healthy","None"
"Jesse James","Chicago Bears","2021","Active",4,"Healthy","None"
"Teven Jenkins","Chicago Bears","2021","Out",4,"Injured Reserve","None"
"Caleb Johnson","Chicago Bears","2021","Active",4,"Healthy","None"
"Christian Jones","Chicago Bears","2021","Active",4,"Healthy","None"
"Sam Kamara","Chicago Bears","2021","Active",4,"Healthy","None"
"Khalil Mack","Chicago Bears","2021","Active",4,"Questionable"," Foot"
"Cassius Marsh","Chicago Bears","2021","Active",4,"Healthy","None"
"David Montgomery","Chicago Bears","2021","Active",4,"Healthy","None"
"Darnell Mooney","Chicago Bears","2021","Active",4,"Questionable"," Groin"
"Ryan Nall","Chicago Bears","2021","Active",4,"Healthy","None"
"Bilal Nichols","Chicago Bears","2021","Active",4,"Healthy","None"
"Alec Ogletree","Chicago Bears","2021","Active",4,"Healthy","None"
"Jason Peters","Chicago Bears","2021","Active",4,"Healthy","None"
"Robert Quinn","Chicago Bears","2021","Active",4,"Healthy","None"
"Allen Robinson","Chicago Bears","2021","Active",4,"Healthy","None"
"Patrick Scales","Chicago Bears","2021","Active",4,"Healthy","None"
"Duke Shelley","Chicago Bears","2021","Active",4,"Healthy","None"
"Roquan Smith","Chicago Bears","2021","Active",4,"Healthy","None"
"Teez Tabor","Chicago Bears","2021","Active",4,"Healthy","None"
"Khyiris Tonga","Chicago Bears","2021","Active",4,"Healthy","None"
"Danny Trevathan","Chicago Bears","2021","Out",4,"Injured Reserve","None"
"Nsimba Webster","Chicago Bears","2021","Active",4,"Healthy","None"
"Elijah Wilkinson","Chicago Bears","2021","Active",4,"Healthy","None"
"Damien Williams","Chicago Bears","2021","Active",4,"Healthy","None"
"Jeremiah Attaochu","Chicago Bears","2021","Active",5,"Healthy","None"
"Larry Borom","Chicago Bears","2021","Out",5,"Injured Reserve","None"
"Artie Burns","Chicago Bears","2021","Active",5,"Healthy","None"
"Deon Bush","Chicago Bears","2021","Active",5,"Healthy","None"
"Xavier Crawford","Chicago Bears","2021","Active",5,"Healthy","None"
"Andy Dalton","Chicago Bears","2021","Active",5,"Healthy","None"
"Mario Edwards","Chicago Bears","2021","Active",5,"Healthy","None"
"Justin Fields","Chicago Bears","2021","Active",5,"Healthy","None"
"Nick Foles","Chicago Bears","2021","Active",5,"Healthy","None"
"Tashaun Gipson","Chicago Bears","2021","Active",5,"Questionable"," Hamstring"
"Eddie Goldman","Chicago Bears","2021","Active",5,"Healthy","None"
"Marquise Goodwin","Chicago Bears","2021","Active",5,"Healthy","None"
"Jakeem Grant","Chicago Bears","2021","Active",5,"Healthy","None"
"Akiem Hicks","Chicago Bears","2021","Out",5,"Doubtful"," Groin"
"J.P. Holtz","Chicago Bears","2021","Out",5,"Out"," Quad"
"Jesper Horsted","Chicago Bears","2021","Active",5,"Questionable"," Knee"
"DeAndre Houston-Carson","Chicago Bears","2021","Active",5,"Healthy","None"
"Germain Ifedi","Chicago Bears","2021","Active",5,"Healthy","None"
"Joel Iyiegbuniwe","Chicago Bears","2021","Out",5,"Out"," Hamstring"
"Eddie Jackson","Chicago Bears","2021","Active",5,"Healthy","None"
"Jesse James","Chicago Bears","2021","Out",5,"Out"," Personal"
"Teven Jenkins","Chicago Bears","2021","Out",5,"Injured Reserve","None"
"Caleb Johnson","Chicago Bears","2021","Active",5,"Healthy","None"
"Christian Jones","Chicago Bears","2021","Active",5,"Questionable"," Back"
"Sam Kamara","Chicago Bears","2021","Active",5,"Healthy","None"
"Khalil Mack","Chicago Bears","2021","Active",5,"Questionable"," Ribs"
"Cassius Marsh","Chicago Bears","2021","Active",5,"Healthy","None"
"David Montgomery","Chicago Bears","2021","Out",5,"Injured Reserve","None"
"Darnell Mooney","Chicago Bears","2021","Active",5,"Healthy","None"
"Ryan Nall","Chicago Bears","2021","Active",5,"Healthy","None"
"Bilal Nichols","Chicago Bears","2021","Active",5,"Healthy","None"
"Alec Ogletree","Chicago Bears","2021","Active",5,"Healthy","None"
"Jason Peters","Chicago Bears","2021","Active",5,"Healthy","None"
"Robert Quinn","Chicago Bears","2021","Active",5,"Healthy","None"
"Allen Robinson","Chicago Bears","2021","Active",5,"Healthy","None"
"Patrick Scales","Chicago Bears","2021","Active",5,"Healthy","None"
"Duke Shelley","Chicago Bears","2021","Active",5,"Healthy","None"
"Roquan Smith","Chicago Bears","2021","Active",5,"Healthy","None"
"Teez Tabor","Chicago Bears","2021","Active",5,"Healthy","None"
"Khyiris Tonga","Chicago Bears","2021","Active",5,"Healthy","None"
"Danny Trevathan","Chicago Bears","2021","Active",5,"Healthy","None"
"Nsimba Webster","Chicago Bears","2021","Active",5,"Healthy","None"
"Elijah Wilkinson","Chicago Bears","2021","Active",5,"Healthy","None"
"Damien Williams","Chicago Bears","2021","Active",5,"Healthy","None"
"Jeremiah Attaochu","Chicago Bears","2021","Out",6,"Injured Reserve","None"
"Larry Borom","Chicago Bears","2021","Out",6,"Injured Reserve","None"
"Artie Burns","Chicago Bears","2021","Out",6,"Questionable"," Foot"
"Deon Bush","Chicago Bears","2021","Active",6,"Healthy","None"
"Xavier Crawford","Chicago Bears","2021","Active",6,"Questionable"," Back"
"Andy Dalton","Chicago Bears","2021","Active",6,"Healthy","None"
"Mario Edwards","Chicago Bears","2021","Active",6,"Healthy","None"
"Justin Fields","Chicago Bears","2021","Active",6,"Healthy","None"
"Nick Foles","Chicago Bears","2021","Active",6,"Healthy","None"
"Tashaun Gipson","Chicago Bears","2021","Active",6,"Healthy","None"
"Eddie Goldman","Chicago Bears","2021","Active",6,"Healthy","None"
"Marquise Goodwin","Chicago Bears","2021","Active",6,"Healthy","None"
"Jakeem Grant","Chicago Bears","2021","Active",6,"Questionable"," Groin"
"Akiem Hicks","Chicago Bears","2021","Active",6,"Questionable"," Groin"
"J.P. Holtz","Chicago Bears","2021","Out",6,"Out"," Quad"
"Jesper Horsted","Chicago Bears","2021","Active",6,"Healthy","None"
"DeAndre Houston-Carson","Chicago Bears","2021","Active",6,"Healthy","None"
"Germain Ifedi","Chicago Bears","2021","Out",6,"Injured Reserve","None"
"Joel Iyiegbuniwe","Chicago Bears","2021","Active",6,"Questionable"," Hamstring"
"Eddie Jackson","Chicago Bears","2021","Active",6,"Questionable"," Knee"
"Jesse James","Chicago Bears","2021","Active",6,"Healthy","None"
"Teven Jenkins","Chicago Bears","2021","Out",6,"Injured Reserve","None"
"Caleb Johnson","Chicago Bears","2021","Out",6,"Out"," Knee"
"Christian Jones","Chicago Bears","2021","Active",6,"Healthy","None"
"Sam Kamara","Chicago Bears","2021","Active",6,"Healthy","None"
"Khalil Mack","Chicago Bears","2021","Active",6,"Questionable"," Foot"
"Cassius Marsh","Chicago Bears","2021","Active",6,"Healthy","None"
"David Montgomery","Chicago Bears","2021","Out",6,"Injured Reserve","None"
"Darnell Mooney","Chicago Bears","2021","Active",6,"Healthy","None"
"Ryan Nall","Chicago Bears","2021","Active",6,"Questionable"," Ankle"
